"","item_id","language","form","form_type","item_kind","category","item_definition","english_gloss","uni_lemma","lexical_category","complexity_category"
"1559","item_224","Spanish (Peruvian)","WS","WS","word","food_drink","pera","pear","pear","nouns",NA
"1560","item_225","Spanish (Peruvian)","WS","WS","word","food_drink","pescado","fish (food)","fish (food)","nouns",NA
"1561","item_226","Spanish (Peruvian)","WS","WS","word","food_drink","piña","pineapple","pineapple","nouns",NA
"1562","item_227","Spanish (Peruvian)","WS","WS","word","food_drink","pizza","pizza","pizza","nouns",NA
"1563","item_228","Spanish (Peruvian)","WS","WS","word","food_drink","plátano","plantain","plantain","nouns",NA
"1564","item_229","Spanish (Peruvian)","WS","WS","word","food_drink","pollo","chicken","chicken (food)","nouns",NA
"1565","item_230","Spanish (Peruvian)","WS","WS","word","food_drink","puré","mashed potatoes","puree","nouns",NA
"1566","item_231","Spanish (Peruvian)","WS","WS","word","food_drink","queque","cake","cake","nouns",NA
"1567","item_232","Spanish (Peruvian)","WS","WS","word","food_drink","queso","cheese","cheese","nouns",NA
"1568","item_233","Spanish (Peruvian)","WS","WS","word","food_drink","salchicha","hot dog","hot dog","nouns",NA
"1569","item_234","Spanish (Peruvian)","WS","WS","word","food_drink","sandía","watermelon","watermelon","nouns",NA
"1570","item_235","Spanish (Peruvian)","WS","WS","word","food_drink","sándwich","sandwich","sandwich","nouns",NA
"1571","item_236","Spanish (Peruvian)","WS","WS","word","food_drink","sopa","soup","soup","nouns",NA
"1572","item_237","Spanish (Peruvian)","WS","WS","word","food_drink","tallarines/fideos/pasta","noodles/noodles/pasta","pasta","nouns",NA
"1573","item_238","Spanish (Peruvian)","WS","WS","word","food_drink","tomate","tomato","tomato","nouns",NA
"1574","item_239","Spanish (Peruvian)","WS","WS","word","food_drink","tortilla","tortilla","tortilla","nouns",NA
"1575","item_240","Spanish (Peruvian)","WS","WS","word","food_drink","uva(s)","grapes","grapes","nouns",NA
"1576","item_241","Spanish (Peruvian)","WS","WS","word","food_drink","yogurt","yogurt","yogurt","nouns",NA
"1577","item_242","Spanish (Peruvian)","WS","WS","word","food_drink","yuca","yucca",NA,"nouns",NA
"1578","item_243","Spanish (Peruvian)","WS","WS","word","food_drink","zanahoria","carrot","carrot","nouns",NA
"1579","item_244","Spanish (Peruvian)","WS","WS","word","clothing","anteojos/lentes","glasses/lenses","glasses","nouns",NA
"1580","item_245","Spanish (Peruvian)","WS","WS","word","clothing","arete(s)","earrings","earring","nouns",NA
"1581","item_246","Spanish (Peruvian)","WS","WS","word","clothing","babero","bib","bib","nouns",NA
"1582","item_247","Spanish (Peruvian)","WS","WS","word","clothing","botón","button","button","nouns",NA
"1583","item_248","Spanish (Peruvian)","WS","WS","word","clothing","camiseta/bibidí/body/polo","t-shirt/polo","t-shirt","nouns",NA
"1584","item_249","Spanish (Peruvian)","WS","WS","word","clothing","casaca","jacket","jacket","nouns",NA
"1585","item_250","Spanish (Peruvian)","WS","WS","word","clothing","chompa","sweater","sweater","nouns",NA
"1586","item_251","Spanish (Peruvian)","WS","WS","word","clothing","cierre","zip","zipper","nouns",NA
"1587","item_252","Spanish (Peruvian)","WS","WS","word","clothing","correa/cinturón","belt","belt","nouns",NA
"1588","item_253","Spanish (Peruvian)","WS","WS","word","clothing","enterizo","onesie","onesie","nouns",NA
"1589","item_254","Spanish (Peruvian)","WS","WS","word","clothing","falda","skirt","skirt","nouns",NA
"1590","item_255","Spanish (Peruvian)","WS","WS","word","clothing","gorro(a)/sombrero","cap/hat","hat","nouns",NA
"1591","item_256","Spanish (Peruvian)","WS","WS","word","clothing","guante(s)","gloves","glove","nouns",NA
"1592","item_257","Spanish (Peruvian)","WS","WS","word","clothing","media(s)","stockings","tights","nouns",NA
"1593","item_258","Spanish (Peruvian)","WS","WS","word","clothing","pantalón(es)","pants","pants","nouns",NA
"1594","item_259","Spanish (Peruvian)","WS","WS","word","clothing","pañal","diaper","diaper","nouns",NA
"1595","item_260","Spanish (Peruvian)","WS","WS","word","clothing","piyama","pajamas","pajamas","nouns",NA
"1596","item_261","Spanish (Peruvian)","WS","WS","word","clothing","ropa","clothing","clothes","nouns",NA
"1597","item_262","Spanish (Peruvian)","WS","WS","word","clothing","ropa de baño","swimsuit","swimsuit","nouns",NA
"1598","item_263","Spanish (Peruvian)","WS","WS","word","clothing","sandalia(s)","flip flops","slipper","nouns",NA
"1599","item_264","Spanish (Peruvian)","WS","WS","word","clothing","short","shorts","shorts","nouns",NA
"1600","item_265","Spanish (Peruvian)","WS","WS","word","clothing","sweatshirt/polar","sweatshirt/fleece","sweater","nouns",NA
"1601","item_266","Spanish (Peruvian)","WS","WS","word","clothing","vestido","dress","dress (object)","nouns",NA
"1602","item_267","Spanish (Peruvian)","WS","WS","word","clothing","zapatilla(s)","shoes","shoe","nouns",NA
"1603","item_268","Spanish (Peruvian)","WS","WS","word","clothing","zapato(s)","shoes","shoe","nouns",NA
"1604","item_269","Spanish (Peruvian)","WS","WS","word","outside","árbol","tree","tree","nouns",NA
"1605","item_270","Spanish (Peruvian)","WS","WS","word","outside","arena/tierra","sand land","sand","nouns",NA
"1606","item_271","Spanish (Peruvian)","WS","WS","word","outside","banco/banca","bank/banking","bank","nouns",NA
"1607","item_272","Spanish (Peruvian)","WS","WS","word","outside","caballito/carrusel/juegos mecánicos","horse/carousel/rides","carousel","nouns",NA
"1608","item_273","Spanish (Peruvian)","WS","WS","word","outside","calle","street","street","nouns",NA
"1609","item_274","Spanish (Peruvian)","WS","WS","word","outside","campo","countryside","country","nouns",NA
"1610","item_275","Spanish (Peruvian)","WS","WS","word","outside","casa","house","house","nouns",NA
"1611","item_276","Spanish (Peruvian)","WS","WS","word","outside","cerro","hill","hill","nouns",NA
"1612","item_277","Spanish (Peruvian)","WS","WS","word","outside","cielo","sky","sky","nouns",NA
"1613","item_278","Spanish (Peruvian)","WS","WS","word","outside","cole/colegio/escuela","school","school","nouns",NA
"1614","item_279","Spanish (Peruvian)","WS","WS","word","outside","columpio","swing","swing (object)","nouns",NA
"1615","item_280","Spanish (Peruvian)","WS","WS","word","outside","estrella(s)","star(s)","star","nouns",NA
"1616","item_281","Spanish (Peruvian)","WS","WS","word","outside","fiesta","party","party","nouns",NA
"1617","item_282","Spanish (Peruvian)","WS","WS","word","outside","flor","flower","flower","nouns",NA
"1618","item_283","Spanish (Peruvian)","WS","WS","word","outside","nido/guardería","nest/nursery","nursery","nouns",NA
"1619","item_284","Spanish (Peruvian)","WS","WS","word","outside","jardín","yard","yard","nouns",NA
"1620","item_285","Spanish (Peruvian)","WS","WS","word","outside","luna","moon","moon","nouns",NA
"1621","item_286","Spanish (Peruvian)","WS","WS","word","outside","lluvia","rain","rain","nouns",NA
"1622","item_287","Spanish (Peruvian)","WS","WS","word","outside","mar","sea","sea","nouns",NA
"1623","item_288","Spanish (Peruvian)","WS","WS","word","outside","mercado","market","market","nouns",NA
"1624","item_289","Spanish (Peruvian)","WS","WS","word","outside","monte/montaña","mountain","mountain","nouns",NA
"1625","item_290","Spanish (Peruvian)","WS","WS","word","outside","parque","park","park","nouns",NA
"1626","item_291","Spanish (Peruvian)","WS","WS","word","outside","pasto/grass/césped","grass/lawn","grass","nouns",NA
"1627","item_292","Spanish (Peruvian)","WS","WS","word","outside","piedra/roca","stone/rock","stone","nouns",NA
"1628","item_293","Spanish (Peruvian)","WS","WS","word","outside","piscina","swimming pool","pool","nouns",NA
"1629","item_294","Spanish (Peruvian)","WS","WS","word","outside","planta","plant","plant","nouns",NA
"1630","item_295","Spanish (Peruvian)","WS","WS","word","outside","playa","beach","beach","nouns",NA
"1631","item_296","Spanish (Peruvian)","WS","WS","word","outside","plaza","square","plaza","nouns",NA
"1632","item_297","Spanish (Peruvian)","WS","WS","word","outside","nieve","snow","snow","nouns",NA
"1633","item_298","Spanish (Peruvian)","WS","WS","word","outside","nube","cloud","cloud","nouns",NA
"1634","item_299","Spanish (Peruvian)","WS","WS","word","outside","saltarín/trampolín","bouncer/trampoline","trampoline","nouns",NA
"1635","item_300","Spanish (Peruvian)","WS","WS","word","outside","sol","sun","sun","nouns",NA
"1636","item_301","Spanish (Peruvian)","WS","WS","word","outside","subibaja","seesaw","seesaw","nouns",NA
"1637","item_302","Spanish (Peruvian)","WS","WS","word","outside","súper/súpermercado","supermarket","market","nouns",NA
"1638","item_303","Spanish (Peruvian)","WS","WS","word","outside","tienda","shop","store","nouns",NA
"1639","item_304","Spanish (Peruvian)","WS","WS","word","outside","tobogán/resbaladilla","slide","slide (object)","nouns",NA
"1640","item_305","Spanish (Peruvian)","WS","WS","word","outside","zoológico","zoo","zoo","nouns",NA
"1641","item_306","Spanish (Peruvian)","WS","WS","word","household","almohada","pillow","pillow","nouns",NA
"1642","item_307","Spanish (Peruvian)","WS","WS","word","household","bacenica/watercito","bacenica/watercito","potty","nouns",NA
"1643","item_308","Spanish (Peruvian)","WS","WS","word","household","baño","bath","bath","nouns",NA
"1644","item_309","Spanish (Peruvian)","WS","WS","word","household","basura","trash","trash","nouns",NA
"1645","item_310","Spanish (Peruvian)","WS","WS","word","household","batidora","blender","blender","nouns",NA
"1646","item_311","Spanish (Peruvian)","WS","WS","word","household","botella","bottle","bottle","nouns",NA
"1647","item_312","Spanish (Peruvian)","WS","WS","word","household","cajón","drawer","drawer","nouns",NA
"1648","item_313","Spanish (Peruvian)","WS","WS","word","household","cama","bed","bed","nouns",NA
"1649","item_314","Spanish (Peruvian)","WS","WS","word","household","caño","spout","faucet","nouns",NA
"1650","item_315","Spanish (Peruvian)","WS","WS","word","household","celular","mobile","telephone","nouns",NA
"1651","item_316","Spanish (Peruvian)","WS","WS","word","household","cocina","kitchen room","kitchen","nouns",NA
"1652","item_317","Spanish (Peruvian)","WS","WS","word","household","computadora/laptop/tablet","computer/laptop/tablet","computer","nouns",NA
"1653","item_318","Spanish (Peruvian)","WS","WS","word","household","chupón","pacifier","pacifier","nouns",NA
"1654","item_319","Spanish (Peruvian)","WS","WS","word","household","cojín","cushion","cushion","nouns",NA
"1655","item_320","Spanish (Peruvian)","WS","WS","word","household","colonia","suburb","suburb","nouns",NA
"1656","item_321","Spanish (Peruvian)","WS","WS","word","household","crema","NA","lotion","nouns",NA
"1657","item_322","Spanish (Peruvian)","WS","WS","word","household","cuarto/dormitorio/habitación","room/bedroom/bedroom","room","nouns",NA
"1658","item_323","Spanish (Peruvian)","WS","WS","word","household","cuchara","spoon","spoon","nouns",NA
"1659","item_324","Spanish (Peruvian)","WS","WS","word","household","cuchillo","knife","knife","nouns",NA
"1660","item_325","Spanish (Peruvian)","WS","WS","word","household","cuna","cradle","cradle","nouns",NA
"1661","item_326","Spanish (Peruvian)","WS","WS","word","household","ducha","shower","shower","nouns",NA
"1662","item_327","Spanish (Peruvian)","WS","WS","word","household","enchufe","plug","plug","nouns",NA
"1663","item_328","Spanish (Peruvian)","WS","WS","word","household","escalera","ladder","ladder","nouns",NA
"1664","item_329","Spanish (Peruvian)","WS","WS","word","household","escoba","broom","broom","nouns",NA
"1665","item_330","Spanish (Peruvian)","WS","WS","word","household","cepillo/escobilla (de pelo)","brush/brush (of hair)","brush (object)","nouns",NA
"1666","item_331","Spanish (Peruvian)","WS","WS","word","household","cepillo/escobilla (de dientes)","brush/brush (toothbrush)","toothbrush","nouns",NA
"1667","item_332","Spanish (Peruvian)","WS","WS","word","household","espejo","mirror","mirror","nouns",NA
"1668","item_333","Spanish (Peruvian)","WS","WS","word","household","esponja","sponge","sponge","nouns",NA
"1669","item_334","Spanish (Peruvian)","WS","WS","word","household","fotos/cámara","photos/camera","camera","nouns",NA
"1670","item_335","Spanish (Peruvian)","WS","WS","word","household","garaje/cochera","garage/carport","garage","nouns",NA
"1671","item_336","Spanish (Peruvian)","WS","WS","word","household","jabón","soap","soap","nouns",NA
"1672","item_337","Spanish (Peruvian)","WS","WS","word","household","jarabe","syrup","syrup","nouns",NA
"1673","item_338","Spanish (Peruvian)","WS","WS","word","household","lavadero","laundry","laundry","nouns",NA
"1674","item_339","Spanish (Peruvian)","WS","WS","word","household","lavadora","washer","washing machine","nouns",NA
"1675","item_340","Spanish (Peruvian)","WS","WS","word","household","lavatorio","lavatory","bathroom","nouns",NA
"1676","item_341","Spanish (Peruvian)","WS","WS","word","household","luz","light","light (object)","nouns",NA
"1677","item_342","Spanish (Peruvian)","WS","WS","word","household","llaves","keys","key","nouns",NA
"1678","item_343","Spanish (Peruvian)","WS","WS","word","household","martillo","hammer","hammer","nouns",NA
"1679","item_344","Spanish (Peruvian)","WS","WS","word","household","mesa","desk","table","nouns",NA
"1680","item_345","Spanish (Peruvian)","WS","WS","word","household","microondas","microwave","microwave","nouns",NA
"1681","item_346","Spanish (Peruvian)","WS","WS","word","household","monedas","coins","coin","nouns",NA
"1682","item_347","Spanish (Peruvian)","WS","WS","word","household","pasadizo/corredor/pasillo","hallway/corridor","corridor","nouns",NA
"1683","item_348","Spanish (Peruvian)","WS","WS","word","household","peine","comb","comb (object)","nouns",NA
"1684","item_349","Spanish (Peruvian)","WS","WS","word","household","piso/suelo","ground floor","floor","nouns",NA
"1685","item_350","Spanish (Peruvian)","WS","WS","word","household","plato","plate","plate","nouns",NA
"1686","item_351","Spanish (Peruvian)","WS","WS","word","household","puerta","door","door","nouns",NA
"1687","item_352","Spanish (Peruvian)","WS","WS","word","household","música/radio/cd","music/radio/cd","radio","nouns",NA
"1688","item_353","Spanish (Peruvian)","WS","WS","word","household","refrigerador(a)","refrigerator","refrigerator","nouns",NA
"1689","item_354","Spanish (Peruvian)","WS","WS","word","household","reloj","watch","watch (object)","nouns",NA
"1690","item_355","Spanish (Peruvian)","WS","WS","word","household","remedio/medicina","remedy/medicine","medicine","nouns",NA
"1691","item_356","Spanish (Peruvian)","WS","WS","word","household","sala","living room","living room","nouns",NA
"1692","item_357","Spanish (Peruvian)","WS","WS","word","household","sillón/sofá","sofa couch","couch","nouns",NA
"1693","item_358","Spanish (Peruvian)","WS","WS","word","household","taza","cup","cup","nouns",NA
"1694","item_359","Spanish (Peruvian)","WS","WS","word","household","tele/televisión/televisor","tv/tv/tv","tv","nouns",NA
"1695","item_360","Spanish (Peruvian)","WS","WS","word","household","teléfono","telephone","telephone","nouns",NA
"1696","item_361","Spanish (Peruvian)","WS","WS","word","household","tenedor","fork","fork","nouns",NA
"1697","item_362","Spanish (Peruvian)","WS","WS","word","household","terraza","terrace","balcony","nouns",NA
"1698","item_363","Spanish (Peruvian)","WS","WS","word","household","tijeras","scissors","scissors","nouns",NA
"1699","item_364","Spanish (Peruvian)","WS","WS","word","household","tina","tub","bathtub","nouns",NA
"1700","item_365","Spanish (Peruvian)","WS","WS","word","household","toalla","towel","towel","nouns",NA
"1701","item_366","Spanish (Peruvian)","WS","WS","word","household","toallitas húmedas","wet wipes",NA,"nouns",NA
"1702","item_367","Spanish (Peruvian)","WS","WS","word","household","vaso","cup","cup","nouns",NA
"1703","item_368","Spanish (Peruvian)","WS","WS","word","household","ventana","window","window","nouns",NA
"1704","item_369","Spanish (Peruvian)","WS","WS","word","household","video/DVD","vcr/dvd","video","nouns",NA
"1705","item_370","Spanish (Peruvian)","WS","WS","word","household","wáter","toilet","potty","nouns",NA
"1706","item_371","Spanish (Peruvian)","WS","WS","word","action_words","abrir","open","open (action)","predicates",NA
"1707","item_372","Spanish (Peruvian)","WS","WS","word","action_words","almorzar","have lunch","lunch (action)","predicates",NA
"1708","item_373","Spanish (Peruvian)","WS","WS","word","action_words","apagar","turn off","turn off","predicates",NA
"1709","item_374","Spanish (Peruvian)","WS","WS","word","action_words","aprender","learn","learn","predicates",NA
"1710","item_375","Spanish (Peruvian)","WS","WS","word","action_words","bailar","dance","dance","predicates",NA
"1711","item_376","Spanish (Peruvian)","WS","WS","word","action_words","bajar(se)","get down","descend","predicates",NA
"1712","item_377","Spanish (Peruvian)","WS","WS","word","action_words","bañar(se)","bath","bath","predicates",NA
"1713","item_378","Spanish (Peruvian)","WS","WS","word","action_words","buscar","search for","search","predicates",NA
"1714","item_379","Spanish (Peruvian)","WS","WS","word","action_words","caber/entrar","fit/enter","enter","predicates",NA
"1715","item_380","Spanish (Peruvian)","WS","WS","word","action_words","caer(se)","fall down","fall","predicates",NA
"1716","item_381","Spanish (Peruvian)","WS","WS","word","action_words","callar(se)","shut up","quiet (action)","predicates",NA
"1717","item_382","Spanish (Peruvian)","WS","WS","word","action_words","caminar/andar","walk","walk","predicates",NA
"1718","item_383","Spanish (Peruvian)","WS","WS","word","action_words","cansar(se)","get tired","tire (action)","predicates",NA
"1719","item_384","Spanish (Peruvian)","WS","WS","word","action_words","cantar","sing","sing","predicates",NA
"1720","item_385","Spanish (Peruvian)","WS","WS","word","action_words","cerrar","close","close","predicates",NA
"1721","item_386","Spanish (Peruvian)","WS","WS","word","action_words","cocinar","cook","cook","predicates",NA
"1722","item_387","Spanish (Peruvian)","WS","WS","word","action_words","agarrar/coger","grab","grab","predicates",NA
"1723","item_388","Spanish (Peruvian)","WS","WS","word","action_words","comer(se)","eat","eat","predicates",NA
"1724","item_389","Spanish (Peruvian)","WS","WS","word","action_words","comprar","purchase","buy","predicates",NA
"1725","item_390","Spanish (Peruvian)","WS","WS","word","action_words","contar","tell","tell","predicates",NA
"1726","item_391","Spanish (Peruvian)","WS","WS","word","action_words","correr","run","run","predicates",NA
"1727","item_392","Spanish (Peruvian)","WS","WS","word","action_words","cortar","cut off","cut","predicates",NA
"1728","item_393","Spanish (Peruvian)","WS","WS","word","action_words","costar/valer","cost/worth","value (action)","predicates",NA
"1729","item_394","Spanish (Peruvian)","WS","WS","word","action_words","crecer","grow up","grow","predicates",NA
"1730","item_395","Spanish (Peruvian)","WS","WS","word","action_words","cuidar","look after","care","predicates",NA
"1731","item_396","Spanish (Peruvian)","WS","WS","word","action_words","decir","tell","tell","predicates",NA
"1732","item_397","Spanish (Peruvian)","WS","WS","word","action_words","desayunar/tomar desayuno","have breakfast","breakfast (action)","predicates",NA
"1733","item_398","Spanish (Peruvian)","WS","WS","word","action_words","despertar(se)","wake up","wake","predicates",NA
"1734","item_399","Spanish (Peruvian)","WS","WS","word","action_words","dibujar","draw","draw","predicates",NA
"1735","item_400","Spanish (Peruvian)","WS","WS","word","action_words","dormir(se)","fall sleep","sleep","predicates",NA
"1736","item_401","Spanish (Peruvian)","WS","WS","word","action_words","empujar","push","push","predicates",NA
"1737","item_402","Spanish (Peruvian)","WS","WS","word","action_words","enfriar(se)","cool down","cool (action)","predicates",NA
"1738","item_403","Spanish (Peruvian)","WS","WS","word","action_words","entrar (a alguna parte)","enter (somewhere)","enter","predicates",NA
"1739","item_404","Spanish (Peruvian)","WS","WS","word","action_words","escribir","write","write","predicates",NA
"1740","item_405","Spanish (Peruvian)","WS","WS","word","action_words","esperar(se)","expect","wait","predicates",NA
"1741","item_406","Spanish (Peruvian)","WS","WS","word","action_words","estar [estoy/estás…]","be [i am/are you…]","be","predicates",NA
"1742","item_407","Spanish (Peruvian)","WS","WS","word","action_words","estornudar","sneeze","sneeze","predicates",NA
"1743","item_408","Spanish (Peruvian)","WS","WS","word","action_words","guardar","save","save","predicates",NA
"1744","item_409","Spanish (Peruvian)","WS","WS","word","action_words","gustar","like","like","predicates",NA
"1745","item_410","Spanish (Peruvian)","WS","WS","word","action_words","haber [hay]","have [there is]","have","predicates",NA
"1746","item_411","Spanish (Peruvian)","WS","WS","word","action_words","hacer [haz/haces]","do [do/you do]","do","predicates",NA
"1747","item_412","Spanish (Peruvian)","WS","WS","word","action_words","ir(se) [voy/vas/vamos]","go [go/go/go]","go","predicates",NA
"1748","item_413","Spanish (Peruvian)","WS","WS","word","action_words","jalar","pull","pull","predicates",NA
"1749","item_414","Spanish (Peruvian)","WS","WS","word","action_words","jugar","play","play","predicates",NA
"1750","item_415","Spanish (Peruvian)","WS","WS","word","action_words","lavar(se)","wash up","wash","predicates",NA
"1751","item_416","Spanish (Peruvian)","WS","WS","word","action_words","leer","read","read","predicates",NA
"1752","item_417","Spanish (Peruvian)","WS","WS","word","action_words","llamar","call","call","predicates",NA
"1753","item_418","Spanish (Peruvian)","WS","WS","word","action_words","llorar","mourn","cry","predicates",NA
"1754","item_419","Spanish (Peruvian)","WS","WS","word","action_words","llover","rain","rain","predicates",NA
"1755","item_420","Spanish (Peruvian)","WS","WS","word","action_words","manejar","drive","drive","predicates",NA
"1756","item_421","Spanish (Peruvian)","WS","WS","word","action_words","meter(se)","get in","put","predicates",NA
"1757","item_422","Spanish (Peruvian)","WS","WS","word","action_words","mirar/ver","look see","see","predicates",NA
"1758","item_423","Spanish (Peruvian)","WS","WS","word","action_words","mojar(se)","get wet","wet (action)","predicates",NA
"1759","item_424","Spanish (Peruvian)","WS","WS","word","action_words","morder","bite","bite","predicates",NA
"1760","item_425","Spanish (Peruvian)","WS","WS","word","action_words","enseñar/mostrar","teach/show","shower","predicates",NA
"1761","item_426","Spanish (Peruvian)","WS","WS","word","action_words","oír","hear","hear","predicates",NA
"1762","item_427","Spanish (Peruvian)","WS","WS","word","action_words","dar/pasar","give/pass","give","predicates",NA
"1763","item_428","Spanish (Peruvian)","WS","WS","word","action_words","pasear","sightsee","walk","predicates",NA
"1764","item_429","Spanish (Peruvian)","WS","WS","word","action_words","pegar(se)/golpear(se)","hit","hit","predicates",NA
"1765","item_430","Spanish (Peruvian)","WS","WS","word","action_words","peinar(se)","comb","comb (action)","predicates",NA
"1766","item_431","Spanish (Peruvian)","WS","WS","word","action_words","perder(se)","be lost","lose","predicates",NA
"1767","item_432","Spanish (Peruvian)","WS","WS","word","action_words","pintar","paint","paint (action)","predicates",NA
"1768","item_433","Spanish (Peruvian)","WS","WS","word","action_words","poder [puedes]","can","can (auxiliary)","predicates",NA
"1769","item_434","Spanish (Peruvian)","WS","WS","word","action_words","poner(se)","put on","put on","predicates",NA
"1770","item_435","Spanish (Peruvian)","WS","WS","word","action_words","prender/encender","turn on","turn on","predicates",NA
"1771","item_436","Spanish (Peruvian)","WS","WS","word","action_words","quemar","burn","burn","predicates",NA
"1772","item_437","Spanish (Peruvian)","WS","WS","word","action_words","querer","want","want","predicates",NA
"1773","item_438","Spanish (Peruvian)","WS","WS","word","action_words","quitar(se)","take off","remove","predicates",NA
"1774","item_439","Spanish (Peruvian)","WS","WS","word","action_words","regalar","give a present","gift (action)","predicates",NA
"1775","item_440","Spanish (Peruvian)","WS","WS","word","action_words","reír(se)","laugh","laugh","predicates",NA
"1776","item_441","Spanish (Peruvian)","WS","WS","word","action_words","romper(se)","break","break","predicates",NA
"1777","item_442","Spanish (Peruvian)","WS","WS","word","action_words","saber [no sé]","know [don't know]","know","predicates",NA
"1778","item_443","Spanish (Peruvian)","WS","WS","word","action_words","sacar","get","get","predicates",NA
"1779","item_444","Spanish (Peruvian)","WS","WS","word","action_words","salir","go out","go out","predicates",NA
"1780","item_445","Spanish (Peruvian)","WS","WS","word","action_words","saltar","skip","skip","predicates",NA
"1781","item_446","Spanish (Peruvian)","WS","WS","word","action_words","sentar(se)","sit","sit","predicates",NA
"1782","item_447","Spanish (Peruvian)","WS","WS","word","action_words","ser [soy/eres/es]","be [am/are/are]","be","predicates",NA
"1783","item_448","Spanish (Peruvian)","WS","WS","word","action_words","subir(se)","go up","go up","predicates",NA
"1784","item_449","Spanish (Peruvian)","WS","WS","word","action_words","tapar","cover","cover (action)","predicates",NA
"1785","item_450","Spanish (Peruvian)","WS","WS","word","action_words","tener [tengo/tienes]","have [have/have]","have","predicates",NA
"1786","item_451","Spanish (Peruvian)","WS","WS","word","action_words","terminar(se)/acabar(se)","finish","finish","predicates",NA
"1787","item_452","Spanish (Peruvian)","WS","WS","word","action_words","botar/tirar","throw","throw","predicates",NA
"1788","item_453","Spanish (Peruvian)","WS","WS","word","action_words","tocar","play","play","predicates",NA
"1789","item_454","Spanish (Peruvian)","WS","WS","word","action_words","tomar lonche","take lunch","lunch (action)","predicates",NA
"1790","item_455","Spanish (Peruvian)","WS","WS","word","action_words","tomar/beber","drink","drink (action)","predicates",NA
"1791","item_456","Spanish (Peruvian)","WS","WS","word","action_words","toser","cough","cough","predicates",NA
"1792","item_457","Spanish (Peruvian)","WS","WS","word","action_words","trabajar","work","work (action)","predicates",NA
"1793","item_458","Spanish (Peruvian)","WS","WS","word","action_words","traer","bring","bring","predicates",NA
"1794","item_459","Spanish (Peruvian)","WS","WS","word","action_words","venir [ven/vente]","come","come","predicates",NA
"1795","item_460","Spanish (Peruvian)","WS","WS","word","action_words","vestir(se)","dress","dress (action)","predicates",NA
"1796","item_461","Spanish (Peruvian)","WS","WS","word","action_words","volar","fly","fly (action)","predicates",NA
"1797","item_462","Spanish (Peruvian)","WS","WS","word","descriptive_words","alto","high","high","predicates",NA
"1798","item_463","Spanish (Peruvian)","WS","WS","word","descriptive_words","amarillo","yellow","yellow","predicates",NA
"1799","item_464","Spanish (Peruvian)","WS","WS","word","descriptive_words","apagado","off","off","predicates",NA
"1800","item_465","Spanish (Peruvian)","WS","WS","word","descriptive_words","asustado","afraid","scared","predicates",NA
"1801","item_466","Spanish (Peruvian)","WS","WS","word","descriptive_words","azul","blue","blue","predicates",NA
"1802","item_467","Spanish (Peruvian)","WS","WS","word","descriptive_words","bajo","under","under","predicates",NA
"1803","item_468","Spanish (Peruvian)","WS","WS","word","descriptive_words","blanco","white","white","predicates",NA
"1804","item_469","Spanish (Peruvian)","WS","WS","word","descriptive_words","bonito/lindo","nice/cute","nice","predicates",NA
"1805","item_470","Spanish (Peruvian)","WS","WS","word","descriptive_words","bueno","well","good","predicates",NA
"1806","item_471","Spanish (Peruvian)","WS","WS","word","descriptive_words","caliente","hot","hot","predicates",NA
"1807","item_472","Spanish (Peruvian)","WS","WS","word","descriptive_words","chico/chiquito/pequeño","little","little (description)","predicates",NA
"1808","item_473","Spanish (Peruvian)","WS","WS","word","descriptive_words","contento/feliz","happy","happy","predicates",NA
"1809","item_474","Spanish (Peruvian)","WS","WS","word","descriptive_words","coqueto","flirtatious","flirtatious","predicates",NA
"1810","item_475","Spanish (Peruvian)","WS","WS","word","descriptive_words","difícil","hard","hard","predicates",NA
"1811","item_476","Spanish (Peruvian)","WS","WS","word","descriptive_words","cochino/sucio/embarrado","dirty/muddy","dirty","predicates",NA
"1812","item_477","Spanish (Peruvian)","WS","WS","word","descriptive_words","prendido/encendido","on","on","predicates",NA
"1813","item_478","Spanish (Peruvian)","WS","WS","word","descriptive_words","enfermo","sick","sick","predicates",NA
"1814","item_479","Spanish (Peruvian)","WS","WS","word","descriptive_words","molesto/enojado/asado/enfadado","annoyed/angry/roasted/angry","angry","predicates",NA
"1815","item_480","Spanish (Peruvian)","WS","WS","word","descriptive_words","fácil","easy","easy","predicates",NA
"1816","item_481","Spanish (Peruvian)","WS","WS","word","descriptive_words","feo","ugly","ugly","predicates",NA
"1817","item_482","Spanish (Peruvian)","WS","WS","word","descriptive_words","frío","cold","cold","predicates",NA
"1818","item_483","Spanish (Peruvian)","WS","WS","word","descriptive_words","grande","big","big","predicates",NA
"1819","item_484","Spanish (Peruvian)","WS","WS","word","descriptive_words","guapo/churro","handsome/cute","cute","predicates",NA
"1820","item_485","Spanish (Peruvian)","WS","WS","word","descriptive_words","hambre","hungry","hungry","predicates",NA
"1821","item_486","Spanish (Peruvian)","WS","WS","word","descriptive_words","helado","icy","ice","predicates",NA
"1822","item_487","Spanish (Peruvian)","WS","WS","word","descriptive_words","horrible","awful","horrible","predicates",NA
"1823","item_488","Spanish (Peruvian)","WS","WS","word","descriptive_words","lleno","full","full","predicates",NA
"1824","item_489","Spanish (Peruvian)","WS","WS","word","descriptive_words","malo","evil","bad","predicates",NA
"1825","item_490","Spanish (Peruvian)","WS","WS","word","descriptive_words","mentiroso","FALSE","liar","predicates",NA
